Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed?,GFP5-1 Sum,GFP5-2 Sum,GFP9-1 Sum,GFP9-2 Sum,Me2.14-1 Sum,Me2.14-2 Sum,Me3.8-1 Sum,Me3.8-2 Sum,O2.9-1 Sum,O2.9-2 Sum,O2.10-1 Sum
sp|Q9CQ33|LZTR1_MOUSE,Lztr1,LZTR1_MOUSE Leucine-zipper-like transcriptional regulator 1,433,4,C,329.561,348.237,312.218,327.607,312.577,288.126,304.839,312.943,314.355,283.911,259.938
sp|Q9CQ36|DPOE4_MOUSE,Pole4,DPOE4_MOUSE DNA polymerase epsilon subunit 4,3166,3,C,609.576,789.715,492.006,708.344,519.928,610.776,731.059,615.082,618.718,556.666,320.764
sp|Q9CQ37|UBE2T_MOUSE,Ube2t,UBE2T_MOUSE Ubiquitin-conjugating enzyme E2 T,982,2,C,188.7,235.454,213.97,223.723,188.151,200.593,180.82,169.818,245.003,286.959,333.921
sp|Q9CQ39|MED21_MOUSE,Med21,MED21_MOUSE Mediator of RNA polymerase II transcription subunit 21,4923,2,C,269.815,544.762,461.916,422.348,394.063,328.871,362.75,315.296,454.076,394.306,269.605
sp|Q9CQ40|RM49_MOUSE,Mrpl49,"RM49_MOUSE 39S ribosomal protein L49, mitochondrial",2672,5,C,1440.52,1548.39,1506.5,1479.68,1397.53,1354.25,1234.75,1224.15,1218.92,1112.37,1247.05
sp|Q9CQ45|NENF_MOUSE,Nenf,NENF_MOUSE Neudesin,4293,5,C,856.814,845.894,782.115,1143.15,786.633,865.731,685.967,571.475,1419.4,1409.21,865.867
sp|Q9CQ48|NUDC2_MOUSE,Nudcd2,NUDC2_MOUSE NudC domain-containing protein 2,2166,5,C,830.884,869.826,673.987,807.749,911.451,898.933,929.682,747.096,791.94,737.111,613.376
sp|Q9CQ49|NCBP2_MOUSE,Ncbp2,NCBP2_MOUSE Nuclear cap-binding protein subunit 2,3295,6,C,706.516,858.246,716.232,878.08,573.636,669.689,660.882,544.183,604.533,528.379,382.295
sp|Q9CQ54|NDUC2_MOUSE,Ndufc2,NDUC2_MOUSE NADH dehydrogenase [ubiquinone] 1 subunit C2,6098,2,C,419.978,331.829,452.347,389.172,526.197,486.144,408.114,502.252,318.02,337.745,544.657
sp|Q9CQ56|USE1_MOUSE,Use1,USE1_MOUSE Vesicle transport protein USE1,1600,3,C,219.503,147.034,250.284,212.209,272.292,260.598,199.014,278.795,247.825,262.952,363.839
sp|Q9CQ60|6PGL_MOUSE,Pgls,6PGL_MOUSE 6-phosphogluconolactonase,410,10,C,1301.03,1591.74,1400.78,1492.16,1840.12,1830.21,1860.56,1541.01,1730.23,1723.2,1585.39
sp|Q9CQ62|DECR_MOUSE,Decr1,"DECR_MOUSE 2,4-dienoyl-CoA reductase, mitochondrial",1966,6,C,1442.71,1693.23,249.846,233.821,1609.99,1640.69,1562.01,1458.83,1596.2,1552.68,1223.22
sp|Q9CQ65|MTAP_MOUSE,Mtap,MTAP_MOUSE S-methyl-5'-thioadenosine phosphorylase,1011,18,C,2155.64,2492.92,2366.33,2551.37,1933,1945.83,2350.97,1974.68,2235.39,2128.03,1372.28
sp|Q9CQ66|TC1D2_MOUSE,Tctex1d2,TC1D2_MOUSE Tctex1 domain-containing protein 2,4086,2,C,81.0384,60.8573,74.3734,72.3965,70.5739,62.1043,69.9356,65.2865,75.8766,68.254,75.3407
sp|Q9CQ69|QCR8_MOUSE,Uqcrq,QCR8_MOUSE Cytochrome b-c1 complex subunit 8,1134,5,C,528.342,676.594,664.043,824.889,827.567,792.803,551.878,705.571,634.978,771.334,874.712
sp|Q9CQ71|RFA3_MOUSE,Rpa3,RFA3_MOUSE Replication protein A 14 kDa subunit,2482,3,C,588.843,682.255,665.745,693.019,383.8,325.91,610.054,473.341,630.225,496.277,299.906
sp|Q9CQ75|NDUA2_MOUSE,Ndufa2,NDUA2_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,1396,2,C,110.634,102.143,137.227,118.052,102.103,90.1242,94.2323,94.1849,70.5824,57.7693,72.0826
sp|Q9CQ79|TXND9_MOUSE,Txndc9,TXND9_MOUSE Thioredoxin domain-containing protein 9,419,6,C,1494.96,1800.67,1487.72,1673.6,1210.87,1234.79,1274.94,1070.04,1004.86,923.579,1005.65
sp|Q9CQ80|VPS25_MOUSE,Vps25,VPS25_MOUSE Vacuolar protein-sorting-associated protein 25,1820,2,C,567.822,591.832,590.143,636.131,550.313,546.756,674.909,603.271,619.945,588.84,583.708
sp|Q9CQ85|TIM22_MOUSE,Timm22,TIM22_MOUSE Mitochondrial import inner membrane translocase subunit Tim22,1936,1,C,35.0082,49.1653,43.719,39.4968,50.0941,52.0383,59.3761,60.9356,35.2379,39.66,77.4315
sp|Q9CQ86|MIEN1_MOUSE,Mien1,MIEN1_MOUSE Migration and invasion enhancer 1,2338,4,C,220.104,265.364,223.335,251.431,165.48,142.85,184.661,155.051,249.836,232.66,217.597
sp|Q9CQ89|CUTA_MOUSE,Cuta,CUTA_MOUSE Protein CutA,6240,3,C,281.148,339.11,301.852,299.979,366.871,370.626,389.591,355.548,385.685,397.901,355.264
sp|Q9CQ90|CI085_MOUSE,,CI085_MOUSE Uncharacterized protein C9orf85 homolog,4429,3,C,517.705,642.544,601.988,570.073,542.443,579.837,583.511,699.622,590.406,724.332,593.074
sp|Q9CQ91|NDUA3_MOUSE,Ndufa3,NDUA3_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,5355,3,C,213.146,230.493,258.255,244.564,300.433,276.803,235.302,268.434,225.545,218.995,347.553
sp|Q9CQ92|FIS1_MOUSE,Fis1,FIS1_MOUSE Mitochondrial fission 1 protein,4796,1,C,45.8035,52.7509,42.9047,50.183,43.2531,41.2404,47.609,39.0241,39.1442,41.6375,43.5431
sp|Q9CQA0|CENPM_MOUSE,Cenpm,CENPM_MOUSE Centromere protein M,6120,2,C,62.5444,57.6357,55.4603,65.8728,59.6702,62.4378,71.9066,84.5188,92.9328,93.996,65.2332
sp|Q9CQA1|TPPC5_MOUSE,Trappc5,TPPC5_MOUSE Trafficking protein particle complex subunit 5,4669,1,C,248.28,228.482,232.417,221.446,225.53,212.245,202.19,201.498,204.518,193.81,179.056
sp|Q9CQA3|SDHB_MOUSE,Sdhb,"SDHB_MOUSE Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",2855,9,C,2226.41,2466.33,2573.74,2346.29,1411.18,1358.11,918.526,922.15,1313.31,1294.26,1156.48
sp|Q9CQA5|MED4_MOUSE,Med4,MED4_MOUSE Mediator of RNA polymerase II transcription subunit 4,3926,3,C,655.179,756.263,634.165,782.615,612.268,661.165,649.732,542.39,614.153,558.043,544.026
sp|Q9CQA9|NTPCR_MOUSE,Ntpcr,NTPCR_MOUSE Cancer-related nucleoside-triphosphatase homolog,5276,2,C,161.527,167.653,227.802,297.506,207.704,235.787,290.632,245.601,458.509,449.268,454.913
sp|Q9CQB2|F195A_MOUSE,Fam195a,F195A_MOUSE Protein FAM195A,6206,1,C,17.688,17.3669,16.7022,13.4709,36.2578,33.2585,34.6221,27.367,25.1659,21.8224,24.6531
sp|Q9CQB5|CISD2_MOUSE,Cisd2,CISD2_MOUSE CDGSH iron-sulfur domain-containing protein 2,3754,3,C,559.931,209.419,592.701,315.517,638.313,614.332,357.888,621.315,411.492,434.913,483.51
sp|Q9CQC5|BORG2_MOUSE,Cdc42ep3,BORG2_MOUSE Cdc42 effector protein 3,3471,3,C,525.995,601.961,449.889,456.144,311.205,314.809,383.269,364.686,317.037,327.92,246.212
sp|Q9CQC6|BZW1_MOUSE,Bzw1,BZW1_MOUSE Basic leucine zipper and W2 domain-containing protein 1,781,19,C,3289.97,2898.75,3618.34,3331.05,3031.08,3026.29,2878.82,3024.34,3348.91,3304.03,3461.22
sp|Q9CQC7|NDUB4_MOUSE,Ndufb4,NDUB4_MOUSE NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,284,3,C,447.746,589.985,730.761,641.076,603.57,639.628,464.923,593.661,429.966,378.583,737.553
sp|Q9CQC8|SPG21_MOUSE,Spg21,SPG21_MOUSE Maspardin,4640,7,C,923.496,930.609,912.067,953.976,1308.97,1344.24,1303.52,1334.6,1274.95,1273.47,1374.91
sp|Q9CQC9|SAR1B_MOUSE,Sar1b,SAR1B_MOUSE GTP-binding protein SAR1b,4243,6,C,945.99,670.487,813.445,869.779,830.929,771.411,771.392,891.522,1146.47,1233.5,1199.87
sp|Q9CQD1|RAB5A_MOUSE,Rab5a,RAB5A_MOUSE Ras-related protein Rab-5A,2522,4,C,442.913,306.408,431.244,327.182,404.003,368.66,341.182,425.548,348.973,357.966,516.945
sp|Q9CQD4|CH1B2_MOUSE,Chmp1b2,CH1B2_MOUSE Charged multivesicular body protein 1b-2,5190,4,C,612.593,721.643,644.673,741.204,532.67,607.618,421.674,373.025,803.935,766.31,348.046
sp|Q9CQE1|NPS3B_MOUSE,Nipsnap3b,NPS3B_MOUSE Protein NipSnap homolog 3B,4526,3,C,411.91,487.942,378.897,395.799,220.976,236.599,248.106,207.298,295.145,291.195,137.29
sp|Q9CQE3|RT17_MOUSE,Mrps17,"RT17_MOUSE 28S ribosomal protein S17, mitochondrial",5174,4,C,544.17,557.844,585.736,560.672,677.582,732.064,583.606,646.279,661.574,670.074,692.878
sp|Q9CQE5|RGS10_MOUSE,Rgs10,RGS10_MOUSE Regulator of G-protein signaling 10,5305,2,C,274.095,306.131,305.791,312.314,297.827,295.526,406.684,376.441,221.787,207.802,323.414
sp|Q9CQE6|ASF1A_MOUSE,Asf1a,ASF1A_MOUSE Histone chaperone ASF1A,4417,4,C,791.48,906.492,1127.84,1275.7,630.874,703.538,796.561,657.423,719.881,696.147,523.355
sp|Q9CQE7|ERGI3_MOUSE,Ergic3,ERGI3_MOUSE Endoplasmic reticulum-Golgi intermediate compartment protein 3,2809,5,C,443.116,286.006,462.875,378.13,594.849,572.457,432.669,564.015,639.69,695.1,568.537
sp|Q9CQE8|CN166_MOUSE,,CN166_MOUSE UPF0568 protein C14orf166 homolog,3605,14,C,2960.23,3632.33,3036.66,3542.37,2736.42,2848.49,3169.6,2600.9,2715.02,2460.06,2695.67
sp|Q9CQF0|RM11_MOUSE,Mrpl11,"RM11_MOUSE 39S ribosomal protein L11, mitochondrial",1324,12,C,2216.63,2242.09,2639.4,2254.7,2798.78,2490.33,2243.48,2443.75,2260.44,2287.96,2981.21
sp|Q9CQF3|CPSF5_MOUSE,Nudt21,CPSF5_MOUSE Cleavage and polyadenylation specificity factor subunit 5,1696,7,C,1291.84,1255.14,1307.82,1219.8,1383.62,1269.48,1425.51,1290.74,1170.61,1080.6,980.473
sp|Q9CQF4|CF203_MOUSE,,CF203_MOUSE Uncharacterized protein C6orf203 homolog,6056,5,C,321.884,348.563,401.407,390.295,420.821,435.39,333.183,340.327,441.004,409.294,435.926
sp|Q9CQF6|ADPPT_MOUSE,Aasdhppt,ADPPT_MOUSE L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,1044,9,C,812.496,940.279,875.359,931.755,1108.69,1163,1106.72,1115.03,926.961,936.768,1015.23
sp|Q9CQF8|RT63_MOUSE,Mrpl57,"RT63_MOUSE Ribosomal protein 63, mitochondrial",6260,2,C,452.066,557.654,538.669,513.919,516.064,572.991,469.266,489.519,512.615,518.985,550.516
sp|Q9CQF9|PCYOX_MOUSE,Pcyox1,PCYOX_MOUSE Prenylcysteine oxidase,2966,10,C,1610.79,1260.75,1225.6,1009.39,1853.82,1892.7,1565.81,1860.42,2530.14,2613.92,2035.82
sp|Q9CQG1|CHAC2_MOUSE,Chac2,CHAC2_MOUSE Cation transport regulator-like protein 2,6254,1,C,139.232,150.228,119.891,123.666,151.426,158.645,124.997,108.057,152.01,155.515,157.621
sp|Q9CQG2|MET16_MOUSE,Mettl16,MET16_MOUSE Methyltransferase-like protein 16,3499,4,C,696.66,437.856,709.979,577.344,625.771,630.811,540.148,651.206,620.327,638.432,833.335
sp|Q9CQG6|TM147_MOUSE,Tmem147,TM147_MOUSE Transmembrane protein 147,2871,3,C,360.394,110.365,425.602,185.643,428.207,395.338,303.428,497.537,462.713,497.865,745.507
sp|Q9CQH3|NDUB5_MOUSE,Ndufb5,"NDUB5_MOUSE NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",4917,2,C,538.09,459.036,634.405,464.626,798.381,695.857,649.228,798.975,601.523,630.884,853.9
sp|Q9CQH7|BT3L4_MOUSE,Btf3l4,BT3L4_MOUSE Transcription factor BTF3 homolog 4,466,3,C,494.582,604.682,479.43,587.777,456.3,495.846,384.538,337.596,433.443,433.417,277.929
sp|Q9CQH8|RPP14_MOUSE,Rpp14,RPP14_MOUSE Ribonuclease P protein subunit p14,5953,2,C,263.28,290.696,287.846,352.16,266.583,292.843,298.119,272.21,248.575,245.688,275.07
sp|Q9CQI3|GMFB_MOUSE,Gmfb,GMFB_MOUSE Glia maturation factor beta,4541,7,C,1671.18,2180.81,1603.62,1976.56,1632.83,1819.79,1860.81,1618.62,1318.69,1237.57,1501.39
sp|Q9CQI6|COTL1_MOUSE,Cotl1,COTL1_MOUSE Coactosin-like protein,517,9,C,712.618,920.744,815.202,938.865,1189.74,1299.66,828.769,646.18,1762.64,1658.4,1317.4
sp|Q9CQI7|RU2B_MOUSE,Snrpb2,RU2B_MOUSE U2 small nuclear ribonucleoprotein B'',2004,3,C,790.59,797.112,911.234,854.624,872.22,889.872,780.84,793.628,918.221,850.467,867.982
sp|Q9CQI9|MED30_MOUSE,Med30,MED30_MOUSE Mediator of RNA polymerase II transcription subunit 30,5956,2,C,179.222,176.045,170.493,179.163,142.042,153.254,151.346,144.022,167.734,175.136,177.85
sp|Q9CQJ2|PIHD1_MOUSE,Pih1d1,PIHD1_MOUSE PIH1 domain-containing protein 1,4180,4,C,368.41,437.525,386.406,436.396,515.254,540.268,507.251,430.107,435.797,402.57,390.016
sp|Q9CQJ4|RING2_MOUSE,Rnf2,RING2_MOUSE E3 ubiquitin-protein ligase RING2,3294,5,C,697.86,815.7,734.969,844.124,797.192,876.046,716.215,559.363,868.238,746.281,727.997
sp|Q9CQJ6|DENR_MOUSE,Denr,DENR_MOUSE Density-regulated protein,5470,9,C,989.593,998.007,1085.02,1000.22,1386.64,1345.07,1240.74,1354.48,1269.18,1261.86,1462.33
sp|Q9CQJ7|PTTG1_MOUSE,Pttg1,PTTG1_MOUSE Securin,5968,2,C,383.299,387.257,383.68,349.125,427.919,399.431,390.313,398.233,389.399,416.759,329.924
sp|Q9CQJ8|NDUB9_MOUSE,Ndufb9,NDUB9_MOUSE NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,1974,3,C,198.096,263.614,260.848,227.581,203.601,228.874,170.143,211.195,130.512,171.191,258.663
sp|Q9CQK7|RWDD1_MOUSE,Rwdd1,RWDD1_MOUSE RWD domain-containing protein 1,3924,2,C,388.829,392.287,445.686,461.15,332.179,308.832,379.948,308.509,371.122,332.989,419.936
sp|Q9CQL0|MT21A_MOUSE,Mettl21A,MT21A_MOUSE Protein N-lysine methyltransferase METTL21A,3847,2,C,215.944,204.517,252.669,237.275,190.923,178.384,194.495,210.417,228.245,224.135,259.072
sp|Q9CQL4|RM20_MOUSE,Mrpl20,"RM20_MOUSE 39S ribosomal protein L20, mitochondrial",5970,2,C,171.375,169.992,187.704,167.581,182.674,179.003,174.346,173.758,188.704,178.375,201.913
sp|Q9CQL5|RM18_MOUSE,Mrpl18,"RM18_MOUSE 39S ribosomal protein L18, mitochondrial",4401,5,C,407.169,449.38,408.706,410.825,465.062,462.965,420.341,395.909,404.356,385.655,459.963
sp|Q9CQL6|RM35_MOUSE,Mrpl35,"RM35_MOUSE 39S ribosomal protein L35, mitochondrial",5556,4,C,310.218,342.798,343.176,318.255,376.369,377.632,320.129,328.834,304.624,334.933,343.431
sp|Q9CQL7|MOFA1_MOUSE,Mrfap1,MOFA1_MOUSE MORF4 family-associated protein 1,2179,3,C,283.232,359.186,258.536,349.318,138.611,168.746,342.465,218.65,278.194,308.043,220.328
sp|Q9CQM5|TXD17_MOUSE,Txndc17,TXD17_MOUSE Thioredoxin domain-containing protein 17,5375,5,C,813.059,669.221,679.33,852.51,619.55,601.211,755.482,624.985,696.145,677.032,673.849
sp|Q9CQM9|GLRX3_MOUSE,Glrx3,GLRX3_MOUSE Glutaredoxin-3,2387,8,C,1728.47,2047.61,1741.14,1920.76,1452.02,1496.62,1439.72,1227.64,1635.39,1533.09,1552.61
sp|Q9CQN1|TRAP1_MOUSE,Trap1,"TRAP1_MOUSE Heat shock protein 75 kDa, mitochondrial",139,41,C,4229.49,5047.36,4023.51,4112.18,5771.5,6003.88,5362.8,4998.76,5872.69,5863.94,3891.37
sp|Q9CQN3|TOM6_MOUSE,Tomm6,TOM6_MOUSE Mitochondrial import receptor subunit TOM6 homolog,5849,2,C,201.523,217.901,238.117,201.245,246.537,219.233,192.882,205.002,233.25,208.159,272.592
sp|Q9CQN6|TM14C_MOUSE,Tmem14c,TM14C_MOUSE Transmembrane protein 14C,4863,1,C,133.637,101.88,148.875,115.054,131.496,148.214,131.02,151.828,167.066,166.557,168.145
sp|Q9CQN7|RM41_MOUSE,Mrpl41,"RM41_MOUSE 39S ribosomal protein L41, mitochondrial",1702,6,C,892.563,961.726,1014.32,885.207,1066.07,1098.36,872.094,929.857,880.217,881.86,1090.24
sp|Q9CQP2|TPPC2_MOUSE,Trappc2,TPPC2_MOUSE Trafficking protein particle complex subunit 2,4642,1,C,62.6851,63.8358,60.8563,60.684,59.0926,62.3962,50.4852,58.7913,54.7112,51.0212,40.1158
sp|Q9CQP3|CHCH5_MOUSE,Chchd5,CHCH5_MOUSE Coiled-coil-helix-coiled-coil-helix domain-containing protein 5,4748,1,C,25.4548,31.3738,24.6127,30.1685,31.7633,38.991,35.7225,36.1158,29.8135,30.9499,29.0156
sp|Q9CQQ4|GEMI2_MOUSE,Gemin2,GEMI2_MOUSE Gem-associated protein 2,5602,4,C,565.539,510.739,497.889,487.132,591.42,562.574,549.998,568.016,492.72,478.09,585.147
sp|Q9CQQ7|AT5F1_MOUSE,Atp5f1,"AT5F1_MOUSE ATP synthase F(0) complex subunit B1, mitochondrial",2231,10,C,1290.36,1201.56,1471.98,1336.4,1775.25,1915.41,1412.25,1634.2,1399.34,1483.37,1218.86
sp|Q9CQQ8|LSM7_MOUSE,Lsm7,LSM7_MOUSE U6 snRNA-associated Sm-like protein LSm7,3956,4,C,915.724,978.748,876.155,898.178,848.93,797.574,918.649,805.332,917.665,885.204,672.018
sp|Q9CQR2|RS21_MOUSE,Rps21,RS21_MOUSE 40S ribosomal protein S21,673,9,C,1205.64,1305.42,1269.33,1241.18,1159.29,1165.44,1354.32,1204.68,1092.61,1076.49,1026.65
sp|Q9CQR4|ACO13_MOUSE,Acot13,ACO13_MOUSE Acyl-coenzyme A thioesterase 13,4889,6,C,1325.91,1473.88,1138.4,1135.28,1266.69,1153.1,1006.63,901.722,1467.08,1474.13,1577.08
sp|Q9CQR6|PPP6_MOUSE,Ppp6c,PPP6_MOUSE Serine/threonine-protein phosphatase 6 catalytic subunit,1402,11,C,1943.88,2127.94,1991.21,2021.87,1690.03,1713.15,1847.72,1660.24,1717.59,1623.35,1656.8
sp|Q9CQR7|PEN2_MOUSE,Psenen,PEN2_MOUSE Gamma-secretase subunit PEN-2,6332,1,C,76.8365,71.6835,60.0782,71.8987,73.2455,67.8259,67.216,69.4244,60.5848,63.401,81.1655
sp|Q9CQS2|NOP10_MOUSE,Nop10,NOP10_MOUSE H/ACA ribonucleoprotein complex subunit 3,5756,1,C,25.0646,31.2333,29.2811,33.4267,38.4817,44.1456,36.7154,46.2411,36.792,35.9598,41.0491
sp|Q9CQS4|S2546_MOUSE,Slc25a46,S2546_MOUSE Solute carrier family 25 member 46,3226,2,C,158.934,99.6194,114.474,91.4832,118.395,103.48,80.0716,140.351,95.3212,97.7596,103.704
sp|Q9CQS5|RIOK2_MOUSE,Riok2,RIOK2_MOUSE Serine/threonine-protein kinase RIO2,4021,5,C,527,531.382,589.963,592.356,574.646,595.905,574.936,609.759,411.414,386.872,458.575
sp|Q9CQS8|SC61B_MOUSE,Sec61b,SC61B_MOUSE Protein transport protein Sec61 subunit beta,4869,5,C,222.05,69.5244,260.858,108.989,220.425,197.392,151.265,291.78,224.827,257.956,251.605
sp|Q9CQS9|HAUS2_MOUSE,Haus2,HAUS2_MOUSE HAUS augmin-like complex subunit 2,4389,2,C,215.094,243.121,209.402,245.751,205.88,189.034,210.765,178.488,203.567,173.161,106.488
sp|Q9CQT1|MTNA_MOUSE,Mri1,MTNA_MOUSE Methylthioribose-1-phosphate isomerase,1200,11,C,582.895,676.276,568.974,617.28,804.397,814.202,2086.29,1774.5,772.785,793.875,690.739
sp|Q9CQT2|RBM7_MOUSE,Rbm7,RBM7_MOUSE RNA-binding protein 7,3995,4,C,305.486,379.04,386.159,401.517,398.73,438.109,467.893,440.354,391.32,414.671,396.754
sp|Q9CQT5|POMP_MOUSE,Pomp,POMP_MOUSE Proteasome maturation protein,3750,3,C,435.204,481.073,491.731,487.39,795.257,692.366,824.465,793.44,639.487,672.749,2059.47
sp|Q9CQT7|DESI1_MOUSE,Desi1,DESI1_MOUSE Desumoylating isopeptidase 1,5734,1,C,106.647,137.131,128.55,130.432,102.47,103.101,147.874,130.575,120.309,121.939,91.724
sp|Q9CQT9|CT024_MOUSE,,CT024_MOUSE Uncharacterized protein C20orf24 homolog,4101,5,C,843.957,247.121,1077.51,428.772,1225.78,1064.41,678.907,1278.91,830.773,932.208,1866.12
sp|Q9CQU0|TXD12_MOUSE,Txndc12,TXD12_MOUSE Thioredoxin domain-containing protein 12,3908,7,C,1561.54,1666.05,1745.11,1759.54,1624.08,1624.18,1687.46,1461.99,1476.31,1433.95,970.883
sp|Q9CQU1|MFAP1_MOUSE,Mfap1,MFAP1_MOUSE Microfibrillar-associated protein 1,605,7,C,996.698,961.428,1007.42,1022.07,997.758,859.363,1003.58,843.161,757.804,689.765,700.083
sp|Q9CQU3|RER1_MOUSE,Rer1,RER1_MOUSE Protein RER1,5545,5,C,1802.16,968.984,1633.88,1099.38,1198.06,1093.64,1258.04,1921.27,1726.92,1776.6,2392.49
sp|Q9CQU5|ZWINT_MOUSE,Zwint,ZWINT_MOUSE ZW10 interactor,5354,4,C,1189.03,1246.65,1418.91,1364.88,796.377,740.369,620.941,653.024,712.771,697.124,742.915
sp|Q9CQV5|RT24_MOUSE,Mrps24,"RT24_MOUSE 28S ribosomal protein S24, mitochondrial",6220,1,C,202.251,212.996,237.483,211.347,278.823,306.924,225.523,262.781,325.494,334.96,336.14
sp|Q9CQV7|TIM14_MOUSE,Dnajc19,TIM14_MOUSE Mitochondrial import inner membrane translocase subunit TIM14,3551,2,C,280.398,271.982,309.38,277.969,440.741,428.973,402.346,457.615,369.317,345.612,524.434
sp|Q9CQV8|1433B_MOUSE,Ywhab,1433B_MOUSE 14-3-3 protein beta/alpha,466,11,C,1380.67,1513.91,1327.51,1492.74,1269.84,1319.16,1383.58,1152.12,1105.83,1013.46,1094.13
sp|Q9CQW1|YKT6_MOUSE,Ykt6,YKT6_MOUSE Synaptobrevin homolog YKT6,3918,11,C,1740.89,1300.39,1831.57,1489.14,1693.68,1656.93,1452,1863.86,1919.36,1976.14,2107.3
sp|Q9CQW2|ARL8B_MOUSE,Arl8b,ARL8B_MOUSE ADP-ribosylation factor-like protein 8B,3576,4,C,806.536,705.456,670.823,541.467,929.635,941.96,763.674,990.906,1163.98,1499.37,1210.67
sp|Q9CQW7|APOP1_MOUSE,Apopt1,"APOP1_MOUSE Apoptogenic protein 1, mitochondrial",2437,2,C,274.681,269.717,238.425,223.386,278.128,271.487,265.623,290.634,261.075,269.199,251.796
sp|Q9CQW9|IFM3_MOUSE,Ifitm3,IFM3_MOUSE Interferon-induced transmembrane protein 3,4115,1,C,276.61,359.252,324.843,346.084,167.748,214.612,157.01,160.244,809.921,694.318,307.231
sp|Q9CQX0|OTUB2_MOUSE,Otub2,OTUB2_MOUSE Ubiquitin thioesterase OTUB2,6312,4,C,306.287,271.45,336.319,321.491,481.098,433.357,536.567,577.669,239.593,232.689,315.111
sp|Q9CQX2|CYB5B_MOUSE,Cyb5b,CYB5B_MOUSE Cytochrome b5 type B,4752,7,C,838.374,337.929,933.015,601.119,727.469,598.088,522.421,759.925,1051.48,1200.82,1599.48
sp|Q9CQX4|PAF15_MOUSE,Paf,PAF15_MOUSE PCNA-associated factor,578,3,C,230.211,206.579,299.011,258.955,434.714,435.847,358.676,374.366,280.484,289.476,365.367
sp|Q9CQX5|CLDN1_MOUSE,Cldnd1,CLDN1_MOUSE Claudin domain-containing protein 1,2878,3,C,356.269,343.533,320.11,347.237,298,311.233,352.996,329.599,342.847,336.049,340.464
sp|Q9CQY1|ATG12_MOUSE,Atg12,ATG12_MOUSE Ubiquitin-like protein ATG12,2557,1,C,99.5529,114.077,111.917,106.624,93.5353,102.929,113.779,89.3904,106.502,79.5083,86.2243
sp|Q9CQY5|MAGT1_MOUSE,Magt1,MAGT1_MOUSE Magnesium transporter protein 1,756,4,C,744.35,426.358,821.451,522.787,738.351,705.736,622.5,917.995,876.037,929.161,793.75
sp|Q9CQY6|UQCC2_MOUSE,Uqcc2,UQCC2_MOUSE Ubiquinol-cytochrome-c reductase complex assembly factor 2,3814,2,C,240.074,247.289,245.763,208.679,156.101,148.284,150.976,160.716,101.905,104.4,133.135
sp|Q9CQZ1|HSBP1_MOUSE,Hsbp1,HSBP1_MOUSE Heat shock factor-binding protein 1,4792,1,C,95.1877,30.2358,34.9757,33.2608,26.0351,19.7529,16.9487,19.681,23.6811,23.7955,26.5108
sp|Q9CQZ5|NDUA6_MOUSE,Ndufa6,NDUA6_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,5749,2,C,538.627,614.092,719.186,626.449,289.874,266.41,230.426,232.752,138.398,109.821,244.505
sp|Q9CQZ6|NDUB3_MOUSE,Ndufb3,NDUB3_MOUSE NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,5253,1,C,140.798,189.386,207.003,179.753,187.146,188.755,151.701,174.767,121.539,131.851,189.963
sp|Q9CQZ7|RPC10_MOUSE,Polr3k,RPC10_MOUSE DNA-directed RNA polymerase III subunit RPC10,4634,1,C,112.308,142.757,130.405,140.657,118.132,134.868,129.595,123.926,110.058,112.15,135.225
sp|Q9CR00|PSMD9_MOUSE,Psmd9,PSMD9_MOUSE 26S proteasome non-ATPase regulatory subunit 9,70,8,C,1293.29,1541.67,1293.47,1564.13,1261.93,1345.96,1345.62,1100.3,1179.7,1123.49,1199.05
sp|Q9CR02|TMA16_MOUSE,Tma16,TMA16_MOUSE Translation machinery-associated protein 16,3094,4,C,710.981,687.682,822.676,707.832,817.634,847.799,757.074,887.565,795.306,824.479,893.969
sp|Q9CR09|UFC1_MOUSE,Ufc1,UFC1_MOUSE Ubiquitin-fold modifier-conjugating enzyme 1,3070,3,C,1343.44,1798.63,1337.03,1672.64,1017.8,1157.8,1438.81,1150.46,1256.05,1179.82,1154.65
sp|Q9CR16|PPID_MOUSE,Ppid,PPID_MOUSE Peptidyl-prolyl cis-trans isomerase D,787,22,C,3416.74,3803.47,3624.45,3916.43,4025.78,3896.52,4160.19,3654.19,2920.25,2795.61,4742.02
sp|Q9CR23|TMEM9_MOUSE,Tmem9,TMEM9_MOUSE Transmembrane protein 9,3185,5,C,849.186,784.968,744.672,747.8,507.495,508.047,338.862,386.591,401.154,409.79,489.572
